annual_income,debt_to_income_ratio,credit_utilization,late_payments,credit_history_years,loan_amount,interest_rate,employment_years,default
153319.44,0.041,0.108,0,7.2,54882.45,5.08,6.9,0
96712.93,0.19,0.15,0,6.2,40297.18,10.58,4.6,0
66655.47,0.354,0.417,0,5.8,12645.83,10.35,9.4,0
105327.06,0.198,0.01,0,14.7,19506.82,4.48,3.6,0
107571.38,0.349,0.472,0,11.7,8395.55,7.85,2.5,0
106957.43,0.27,0.547,1,3.1,23996.55,8.03,4.1,1
66791.8,0.127,0.462,0,4.3,16702.23,8.75,12.8,0
29876.02,0.296,0.578,1,5.7,3377.8,11.8,7.5,1
25045.34,0.351,0.431,0,4.1,8635.31,10.98,14.1,0
47011.86,0.409,0.587,1,17.2,10489.81,10.65,7.4,0
22384.69,0.259,0.327,0,2.0,4959.3,5.12,10.9,0
129617.02,0.288,0.79,1,13.0,29858.63,11.86,13.6,1
89236.97,0.161,0.378,1,3.3,37129.86,10.58,26.4,0
57304.05,0.286,0.105,0,6.0,16401.41,5.48,7.3,0
43902.92,0.181,0.273,1,5.4,13782.63,6.78,12.9,0
141159.54,0.142,0.209,0,7.4,42802.34,7.55,1.5,0
45927.46,0.235,0.033,0,4.5,17887.66,6.98,9.4,0
44169.81,0.359,0.517,0,11.0,4701.92,9.19,6.4,1
41399.97,0.284,0.532,0,2.9,12460.32,11.82,1.2,0
54540.66,0.24,0.448,0,7.5,9435.96,8.1,19.6,0
114278.62,0.139,0.191,1,1.9,25819.81,9.4,8.7,0
113197.94,0.279,0.344,0,6.3,15422.93,7.9,5.3,0
132632.34,0.251,0.01,0,15.0,40495.45,4.42,16.0,0
63049.97,0.219,0.3,2,8.3,11566.61,7.47,1.3,0
113333.2,0.169,0.44,0,14.9,10676.14,9.9,6.0,0
66047.41,0.196,0.337,1,16.8,10428.66,8.48,1.2,0
24458.17,0.283,0.307,0,6.6,7141.85,9.67,6.2,0
54280.49,0.347,0.635,0,18.4,24372.31,11.74,1.8,0
50296.06,0.098,0.263,0,11.3,10250.73,4.22,4.6,0
59579.66,0.186,0.082,0,16.0,25820.01,3.74,8.6,0
47640.97,0.242,0.269,0,13.7,6526.99,5.97,15.0,0
50892.35,0.263,0.621,0,9.7,20804.97,8.28,5.0,0
94386.22,0.315,0.161,0,5.4,13343.7,5.62,3.7,0
146972.46,0.254,0.281,0,19.6,33917.25,6.82,7.8,0
28034.44,0.237,0.305,0,8.2,10677.8,4.95,4.7,0
29668.6,0.48,0.531,1,6.1,10655.65,10.58,8.3,1
49129.48,0.263,0.243,0,9.0,21949.6,8.69,8.8,0
124382.45,0.28,0.55,0,7.8,25506.2,11.5,8.8,0
51954.97,0.44,0.368,1,6.0,14549.01,11.58,9.5,0
50651.73,0.274,0.218,0,28.0,8003.38,4.72,11.5,0
80254.65,0.385,0.401,1,17.0,13582.0,5.44,6.7,0
101213.76,0.3,0.109,0,4.5,37615.17,6.27,5.1,0
68819.35,0.414,0.205,1,10.0,28502.37,5.37,8.7,1
43463.36,0.116,0.478,0,8.5,14680.12,7.55,4.0,0
56660.65,0.282,0.578,0,14.3,10215.65,10.03,0.2,0
43607.19,0.455,0.654,5,5.0,10083.49,12.27,2.6,1
59902.63,0.348,0.134,1,11.1,11671.31,9.23,10.0,0
51827.72,0.347,0.701,1,6.8,18603.94,15.01,6.2,1
89237.49,0.334,0.166,0,5.1,39261.02,12.03,15.6,1
87773.18,0.241,0.474,0,4.0,31378.49,6.92,8.0,0
105990.86,0.356,0.902,1,3.7,33671.48,16.59,4.8,0
129681.61,0.32,0.285,0,7.4,35320.66,8.81,5.6,0
80607.62,0.403,0.647,1,9.7,30457.81,10.61,4.0,1
60930.73,0.299,0.127,1,10.7,11534.36,6.12,5.7,0
144487.8,0.245,0.34,0,6.7,37563.16,7.04,2.0,0
118475.25,0.256,0.299,0,12.6,49795.0,5.63,10.2,0
250000.0,0.188,0.271,1,2.6,31309.78,7.59,7.0,0
84923.01,0.257,0.575,0,12.4,28187.42,10.17,6.3,0
99614.59,0.315,0.588,0,6.7,16014.95,9.41,1.7,0
57337.46,0.515,0.458,0,5.9,7970.82,10.41,5.6,0
54324.83,0.195,0.561,0,5.8,22995.58,10.7,3.3,0
70050.92,0.262,0.01,0,5.1,4450.59,5.56,14.6,0
74077.47,0.442,0.297,0,4.1,12319.35,7.88,11.2,0
93205.3,0.353,0.575,0,10.7,31730.98,9.95,11.0,0
123855.07,0.316,0.627,0,4.2,44111.57,11.87,3.0,0
76562.23,0.319,0.468,0,7.0,33513.03,8.63,12.4,1
49316.24,0.372,0.813,0,6.1,11187.79,12.37,2.3,0
61368.65,0.164,0.307,0,10.4,27685.06,7.74,8.3,0
30395.11,0.486,0.656,0,11.4,9223.37,11.85,6.2,0
181199.83,0.047,0.249,0,26.6,20214.75,5.48,6.0,0
52390.75,0.379,0.468,0,19.5,4677.88,8.71,2.4,0
71396.68,0.254,0.781,2,7.7,17273.59,11.56,0.0,1
74930.38,0.412,0.298,0,2.1,23077.27,7.87,9.2,0
62551.15,0.407,0.769,0,10.3,29598.95,13.65,0.8,0
63338.26,0.277,0.556,0,4.6,17922.13,9.56,2.1,0
42454.8,0.339,0.763,0,15.6,16454.64,8.46,0.1,0
43107.46,0.28,0.201,0,6.5,8888.21,9.54,10.1,0
160202.13,0.085,0.681,1,2.3,62160.45,9.82,6.3,0
81363.45,0.205,0.715,0,29.5,32506.34,8.38,1.7,0
108938.99,0.365,0.315,0,8.1,22200.31,7.58,2.4,0
151488.39,0.419,0.218,2,21.7,27862.7,8.14,1.6,0
50189.59,0.302,0.749,0,5.2,10595.92,12.72,3.6,0
70045.47,0.298,0.382,0,9.8,7899.49,7.0,2.3,0
65527.37,0.133,0.572,0,11.3,28068.48,8.47,5.9,0
40847.47,0.202,0.013,0,5.7,17050.72,4.13,1.5,0
57849.39,0.303,0.306,0,7.1,8926.06,9.07,9.2,0
94717.48,0.327,0.181,0,6.6,25922.42,5.43,11.0,0
46075.72,0.225,0.282,0,21.6,16352.65,8.27,19.4,0
77992.13,0.286,0.265,0,18.3,27475.67,7.01,5.3,0
66022.05,0.302,0.172,0,8.1,17353.32,7.27,17.4,0
250000.0,0.159,0.27,0,6.6,80000.0,5.9,12.9,0
35815.26,0.363,0.522,0,6.3,8027.91,8.92,1.5,0
69552.27,0.359,0.559,0,10.8,11540.99,9.61,4.6,0
52178.75,0.433,0.693,1,12.1,25723.15,11.49,2.2,0
56098.56,0.288,0.392,0,5.8,11847.79,9.94,2.3,0
75681.06,0.218,0.333,0,10.2,4158.74,9.67,5.8,0
150531.58,0.092,0.053,0,9.6,60341.93,6.59,8.6,0
105029.19,0.118,0.655,0,8.8,35341.85,8.33,3.3,0
50477.59,0.265,0.474,1,6.1,23639.5,12.34,5.1,1
107172.75,0.294,0.307,0,3.0,27731.39,9.11,4.9,0
136739.7,0.266,0.09,0,4.2,34573.76,6.17,5.9,0
93405.98,0.231,0.763,2,1.1,12891.47,11.19,4.0,1
67160.73,0.268,0.17,0,8.7,9732.98,5.59,4.3,0
90415.11,0.124,0.583,1,8.0,16125.46,11.14,4.0,0
85047.3,0.262,0.607,0,5.2,12851.96,10.95,7.8,0
46608.4,0.343,0.313,0,9.3,6725.52,7.25,1.6,0
28209.2,0.356,0.36,0,5.1,11514.18,9.69,5.0,0
24371.93,0.229,0.177,1,6.2,6560.0,6.4,1.5,0
63187.48,0.341,0.726,3,3.7,8860.38,12.82,13.6,1
87593.46,0.143,0.315,0,5.3,29926.01,10.34,8.0,0
33401.54,0.409,0.312,0,11.6,13427.22,6.66,9.0,0
86571.73,0.416,0.379,0,12.8,13263.68,8.69,2.0,0
85438.46,0.203,0.091,0,9.7,23280.57,6.38,6.3,1
149796.28,0.145,0.235,1,11.4,57074.94,6.35,7.8,0
65604.18,0.333,0.742,1,10.2,19360.98,12.38,1.6,0
42025.75,0.385,0.472,0,6.2,12829.99,5.45,7.0,1
67685.45,0.272,0.535,0,10.5,28199.47,9.27,7.1,0
100681.95,0.242,0.013,0,14.4,34156.82,6.15,1.9,0
41423.2,0.175,1.0,0,5.3,8491.38,11.12,3.1,0
33323.58,0.407,0.376,0,11.7,15651.21,9.88,5.8,0
68465.72,0.373,0.713,1,4.6,11063.86,10.79,7.8,0
32744.91,0.369,0.723,1,6.3,7230.01,12.38,6.6,0
123398.27,0.336,0.155,0,5.9,34174.02,5.57,1.2,0
65016.59,0.335,0.59,0,8.8,17941.4,8.57,10.5,1
167182.58,0.201,0.32,1,11.7,12046.96,6.47,11.0,0
22817.74,0.308,0.215,2,7.8,7990.01,6.46,2.8,0
93198.45,0.13,0.116,0,13.6,28731.3,4.0,4.3,0
121951.18,0.425,0.6,1,5.6,21716.15,12.57,4.1,1
48345.11,0.142,0.405,1,12.6,11854.46,9.3,8.2,0
52428.02,0.533,0.681,1,6.2,21849.45,9.92,7.5,0
82198.1,0.075,0.01,1,9.9,28384.61,6.92,6.4,0
55542.57,0.125,0.605,0,2.5,12442.75,11.94,5.3,0
100159.26,0.301,0.266,0,4.2,38077.88,8.43,9.7,0
41675.03,0.281,0.261,0,8.0,3526.42,7.13,3.4,0
61967.88,0.333,0.163,1,3.5,25372.58,6.05,2.5,0
89645.34,0.296,0.219,1,9.1,35541.49,10.83,4.8,0
63867.02,0.458,0.094,0,7.7,25040.6,5.74,1.8,0
43158.49,0.258,0.722,1,19.2,18306.41,9.78,10.1,0
107926.95,0.12,0.389,0,14.9,25343.52,3.85,4.8,0
113453.93,0.323,0.181,0,34.5,8469.83,7.0,9.9,0
36842.13,0.331,0.911,0,30.1,17427.24,9.6,6.7,0
32861.75,0.249,0.362,0,10.7,13147.59,4.63,9.6,0
40486.88,0.513,0.553,1,3.3,17753.21,10.3,5.2,1
80817.5,0.266,0.9,0,10.1,11801.94,12.7,12.7,0
74021.52,0.151,0.309,1,7.9,33043.35,8.18,19.6,0
71746.26,0.371,0.309,1,19.5,20807.95,7.96,9.1,1
58961.85,0.099,0.182,0,7.9,14190.14,7.16,3.7,0
45822.2,0.307,0.056,0,11.7,12023.95,6.27,13.7,0
119237.63,0.247,0.577,1,9.1,52904.93,11.74,2.6,1
61498.6,0.234,0.073,0,4.5,4425.12,7.77,9.6,0
90755.24,0.343,0.327,0,7.0,26598.83,6.97,2.4,1
37253.7,0.105,0.01,0,10.0,2258.2,6.53,5.1,0
52316.28,0.116,0.433,0,7.2,22297.69,7.48,4.4,0
104640.51,0.353,0.671,1,3.7,23603.44,11.94,7.3,0
47823.31,0.301,0.119,1,14.1,13560.7,6.24,1.8,0
113630.87,0.077,0.01,0,7.4,37975.14,7.73,5.5,0
19232.25,0.519,0.43,3,19.6,6805.3,8.28,9.2,1
46186.78,0.278,0.263,1,10.0,14149.01,8.7,14.5,1
64251.25,0.288,0.54,0,6.6,13868.19,10.04,6.8,1
174233.03,0.146,0.248,0,6.9,21077.62,7.17,13.6,0
35538.23,0.437,0.321,1,5.5,13074.83,7.19,2.2,0
91059.1,0.396,0.469,0,24.2,30439.25,6.3,0.7,0
142385.09,0.084,0.247,0,5.4,41916.72,7.16,3.0,0
48621.68,0.253,0.224,1,1.4,4277.15,6.33,1.4,0
54504.89,0.305,0.395,1,3.6,9439.8,12.58,9.1,0
84052.42,0.164,0.121,0,8.4,14930.83,6.63,9.6,0
32395.51,0.368,0.7,0,14.2,15356.0,11.97,6.4,1
68980.91,0.298,0.093,0,15.0,11036.43,4.15,9.8,0
101316.75,0.238,0.236,0,14.4,36705.39,7.98,5.2,0
71572.44,0.476,0.629,0,4.8,12953.99,13.92,5.0,1
65671.82,0.304,0.121,0,4.2,15100.51,7.25,11.4,0
67736.81,0.226,0.657,1,7.2,9632.41,11.89,4.3,1
132148.96,0.208,0.098,0,11.3,22307.5,5.91,7.9,0
118543.53,0.202,0.01,0,5.0,14221.25,4.58,9.4,0
54567.23,0.326,0.348,0,10.9,5662.36,8.25,11.1,0
168631.36,0.404,0.136,1,14.8,18347.4,8.67,7.3,0
114097.28,0.409,0.209,0,10.3,25788.1,6.69,4.5,0
68376.14,0.317,0.847,2,8.4,16962.24,14.79,3.8,1
54770.15,0.297,0.431,0,10.6,22201.94,7.76,1.4,0
47645.79,0.252,0.755,0,1.1,19722.56,11.2,4.5,1
55984.01,0.38,0.301,0,5.2,17576.28,8.76,4.7,0
54103.36,0.278,0.237,1,3.0,16817.64,6.47,6.4,1
35382.29,0.168,0.566,0,18.4,3765.12,5.96,8.1,0
82856.87,0.221,0.56,0,21.1,34392.52,9.06,7.3,0
94262.34,0.311,0.583,0,13.3,48654.96,10.85,6.2,0
116803.93,0.236,0.111,0,4.5,16589.39,5.65,4.7,0
60338.68,0.297,0.01,0,14.3,6731.09,5.67,4.6,0
49698.32,0.315,0.784,0,21.8,18234.32,7.57,12.0,0
85347.48,0.195,0.037,0,16.9,31763.35,3.5,8.3,0
55473.52,0.349,0.429,1,5.5,20222.98,7.71,0.4,0
80923.31,0.288,0.369,0,16.6,27223.89,7.17,0.6,0
120581.74,0.121,0.454,0,7.9,16862.69,7.67,1.5,0
105757.58,0.362,0.691,0,10.7,49895.57,11.28,3.0,1
43314.81,0.331,0.454,0,20.3,17168.65,6.39,8.5,0
61680.83,0.345,0.465,1,18.6,22657.68,12.48,2.9,1
63146.27,0.167,0.78,0,4.0,22527.31,10.75,7.6,0
71809.83,0.233,0.42,1,13.4,27711.53,9.18,2.8,0
94428.5,0.267,0.451,1,10.0,42728.58,12.44,8.9,1
96018.4,0.328,0.247,1,8.3,19254.54,7.46,7.9,0
123849.21,0.28,0.895,0,4.0,31621.58,10.0,0.7,0
109233.37,0.111,0.355,1,13.3,44156.34,5.32,15.4,0
59181.8,0.263,0.335,0,5.5,11800.29,11.21,3.6,0
71066.45,0.087,0.457,0,24.6,18834.63,5.87,1.5,0
28479.4,0.295,0.641,2,2.9,9643.6,10.38,4.8,1
162451.26,0.171,0.084,0,7.2,36431.63,6.01,9.0,0
54249.02,0.485,0.885,2,9.4,15894.39,14.24,2.0,1
98631.84,0.303,0.746,0,11.6,9161.12,13.59,6.2,0
115659.16,0.191,0.334,0,2.8,17945.35,7.6,4.7,0
33366.25,0.152,0.914,0,26.8,8489.75,11.05,1.9,0
41998.69,0.176,0.616,1,8.8,11683.76,9.38,5.7,1
157639.94,0.336,0.094,1,6.7,51117.25,7.74,2.7,0
61974.82,0.351,0.541,0,5.3,21762.46,10.36,3.6,0
55220.32,0.219,0.282,1,9.0,4389.24,8.02,2.9,0
63670.66,0.37,0.377,0,18.5,21844.28,11.11,3.4,0
109713.81,0.352,0.273,0,3.5,37632.38,10.63,4.5,0
117580.74,0.232,0.453,0,11.9,10454.82,6.59,3.5,0
31199.64,0.275,0.637,1,5.9,10715.02,10.43,3.3,1
162278.88,0.234,0.612,0,5.5,66950.86,8.41,4.6,0
115482.72,0.194,0.674,1,7.7,48731.49,13.2,2.8,0
50820.34,0.293,0.499,1,4.9,17988.0,8.44,1.2,0
45330.26,0.167,0.098,0,31.1,10919.95,6.25,2.3,0
165915.18,0.145,0.01,0,17.1,54366.18,6.75,6.4,0
66052.04,0.374,0.185,1,6.7,20712.59,5.99,17.1,0
22463.06,0.251,0.424,2,14.7,3903.41,6.41,0.7,0
64906.86,0.441,0.652,0,11.0,22868.49,7.43,3.4,1
250000.0,0.171,0.455,0,3.9,45795.63,10.22,2.6,0
72031.68,0.285,0.351,1,11.7,25876.08,9.47,4.8,0
49856.93,0.163,0.062,0,15.8,21670.79,5.85,7.5,0
43198.99,0.393,0.402,0,5.0,16259.51,11.03,11.5,1
190234.46,0.247,0.548,0,16.7,80000.0,7.67,4.4,0
93102.63,0.365,0.238,1,14.5,13070.28,7.44,16.4,0
122873.74,0.282,0.615,2,21.1,48677.45,14.03,2.2,1
97294.41,0.282,0.116,0,35.0,21720.71,5.34,4.0,0
111003.91,0.25,0.302,0,11.0,43183.96,4.63,2.6,0
32586.05,0.625,0.289,0,3.7,4883.61,10.8,7.4,0
71524.33,0.148,0.402,0,9.8,15447.28,10.55,4.3,0
82373.63,0.189,0.426,0,5.3,17273.29,7.05,9.1,0
135071.29,0.133,0.276,0,3.2,59239.92,9.49,5.4,0
71816.29,0.382,0.697,0,14.1,28358.19,10.55,8.3,0
66431.38,0.186,0.686,0,13.5,18648.43,8.96,4.5,0
68303.47,0.291,0.456,1,13.7,7548.34,8.22,0.8,0
32372.32,0.313,0.256,0,12.9,5429.13,7.75,2.6,0
18000.0,0.406,0.994,0,15.0,7779.76,11.31,8.1,1
104211.16,0.291,0.112,1,6.8,26441.64,6.55,6.9,1
43500.33,0.478,0.987,1,18.4,11802.27,14.74,7.0,1
71566.42,0.09,0.085,0,5.2,30280.52,6.3,7.7,0
92240.62,0.397,0.229,1,9.7,20535.51,9.12,2.8,0
126338.98,0.301,0.311,0,10.0,36170.91,6.67,0.2,0
100998.89,0.425,0.282,1,23.3,30126.22,7.36,21.2,0
166767.28,0.414,0.198,0,1.1,21318.64,9.05,5.5,0
71292.81,0.367,0.295,0,3.1,8937.19,8.84,6.2,0
82795.76,0.145,0.452,1,8.4,9913.8,10.2,7.1,0
100043.83,0.069,0.75,0,10.6,27190.68,10.12,5.7,0
36791.98,0.164,0.197,1,10.4,17149.29,4.96,3.9,0
124309.54,0.344,0.259,0,8.0,47201.46,8.39,10.2,0
22208.13,0.339,0.256,1,7.3,8112.71,6.18,2.8,0
51995.67,0.203,0.483,0,12.8,17095.7,8.21,2.7,0
90325.39,0.143,0.104,0,8.4,10732.65,8.09,5.2,0
60275.58,0.129,0.135,1,15.6,19237.23,5.46,1.4,0
50680.14,0.286,0.445,1,4.7,13879.17,7.97,1.0,0
178759.79,0.372,0.151,0,1.7,23476.27,7.81,7.2,0
174129.32,0.086,0.01,0,13.1,63152.51,5.61,9.7,0
43152.29,0.28,0.52,2,5.7,11129.88,9.55,8.3,1
51963.24,0.144,0.562,0,11.8,14428.57,9.16,2.4,0
41296.01,0.41,0.123,0,8.2,5366.22,8.16,11.5,0
117753.98,0.226,0.28,0,5.4,6554.31,4.86,1.3,0
52767.85,0.359,0.778,0,10.0,18453.08,11.68,4.2,0
25020.81,0.404,0.755,0,8.2,7645.63,11.35,4.4,0
48748.16,0.489,0.689,1,2.6,14163.41,10.99,2.5,1
78491.27,0.21,0.539,0,13.5,14829.41,9.92,6.1,0
101472.0,0.232,0.605,0,10.5,22053.52,12.52,4.6,0
67424.33,0.235,0.518,1,14.9,31022.06,7.5,8.7,0
49896.03,0.198,0.913,1,3.2,5470.64,13.83,7.4,1
159636.78,0.334,0.222,0,2.0,58158.25,4.5,5.0,0
55834.56,0.494,0.334,1,7.7,7688.33,6.63,3.9,0
104408.29,0.121,0.276,1,29.7,35387.66,6.36,9.4,0
56271.82,0.351,0.333,0,11.4,18774.96,4.47,9.4,0
102239.78,0.252,0.367,0,6.6,28756.71,7.64,1.4,0
29793.12,0.343,0.416,0,5.1,11229.12,8.34,4.4,0
42861.56,0.365,0.336,0,19.6,11497.12,9.09,5.8,0
40974.53,0.371,0.343,0,13.3,12697.04,5.1,3.0,1
54439.19,0.218,0.134,1,12.1,23284.1,6.16,1.9,0
117858.05,0.29,0.317,2,11.3,48691.78,8.4,4.5,0
52715.69,0.322,0.493,1,2.8,24224.22,8.4,3.5,1
82429.39,0.232,0.467,1,7.9,27681.86,8.13,9.2,0
201961.96,0.201,0.091,0,11.6,14575.94,5.46,2.2,0
76595.89,0.438,0.199,2,21.2,28911.61,10.7,3.2,0
124176.32,0.158,0.796,3,3.1,42502.74,11.24,6.2,0
127190.5,0.215,0.126,0,35.0,26731.38,3.65,10.7,0
83896.14,0.199,0.419,0,12.4,16275.1,10.78,1.9,0
112852.78,0.107,0.079,0,3.1,23679.86,6.01,8.2,0
169839.65,0.376,0.146,0,16.4,66114.73,5.9,14.6,0
41910.82,0.308,1.0,0,17.8,4995.69,14.29,8.5,0
44625.3,0.144,0.274,1,4.5,18013.72,5.6,7.3,0
49197.31,0.317,0.245,1,6.6,20823.92,9.35,4.3,0
110602.85,0.456,0.056,0,19.2,27840.61,3.5,0.2,0
98863.13,0.505,0.773,1,24.0,44916.11,8.97,4.4,0
61429.08,0.217,0.216,0,10.4,23467.44,7.56,3.0,0
28216.68,0.261,0.261,1,16.3,11476.59,5.81,11.3,0
44981.74,0.409,0.536,2,7.4,14572.7,10.28,5.7,1
91645.1,0.311,0.611,1,7.9,32015.52,9.16,1.8,1
59375.58,0.378,0.81,1,5.3,9626.67,12.59,2.0,1
74310.93,0.17,0.286,1,5.8,32009.36,10.9,0.7,1
47277.58,0.257,1.0,1,15.6,14548.01,9.32,2.3,1
130566.54,0.178,0.404,0,13.8,32498.69,6.13,1.8,0
80332.42,0.129,0.339,0,6.0,19739.21,7.61,9.6,0
93197.47,0.287,0.572,0,13.8,39305.32,7.94,0.7,1
89157.26,0.22,0.066,0,10.0,23631.64,6.16,8.2,0
112321.01,0.332,0.094,0,9.6,32931.79,7.82,5.3,0
75936.86,0.521,0.738,0,12.1,22817.99,10.25,6.3,0
46071.03,0.195,0.208,0,5.5,6339.03,5.0,3.5,0
95788.52,0.292,0.377,1,19.6,43157.56,9.9,17.8,0
100969.68,0.191,0.789,0,5.9,21685.82,11.93,5.2,0
98839.03,0.322,0.762,4,11.0,49237.71,14.01,5.2,1
119600.52,0.125,0.229,0,5.3,24693.68,6.94,13.7,0
54361.14,0.13,0.234,0,12.1,6081.53,8.27,7.6,0
53396.07,0.224,0.044,0,16.8,20105.37,3.84,2.4,0
43678.15,0.276,0.384,1,12.3,15821.99,9.42,8.1,0
71181.75,0.276,0.404,0,9.4,23805.75,10.34,7.9,0
56716.41,0.492,0.74,1,6.3,8405.31,13.61,2.1,0
47586.16,0.233,0.062,0,3.9,17551.77,7.52,3.1,1
47293.26,0.254,0.76,0,4.5,17599.29,9.93,3.3,0
23116.97,0.201,0.29,1,7.1,10747.44,8.13,3.5,0
18000.0,0.269,0.156,1,6.8,4223.26,4.46,7.5,0
58466.52,0.237,0.516,0,15.2,26338.38,7.71,1.3,0
213416.5,0.418,0.544,0,26.8,80000.0,8.8,3.8,0
154077.99,0.407,0.846,0,2.4,67938.92,13.06,2.7,1
41457.03,0.205,0.471,0,15.4,18958.1,9.13,4.8,0
64522.79,0.297,0.516,0,9.5,8299.37,9.79,1.0,0
29588.57,0.303,0.195,0,5.2,9690.1,7.11,9.2,0
46940.21,0.084,0.435,0,13.4,3529.6,5.24,7.0,0
54832.54,0.144,0.196,0,23.2,19512.78,5.11,3.6,0
51986.76,0.448,0.631,0,6.1,23710.3,10.77,5.3,0
51515.93,0.351,0.52,0,17.0,10918.02,5.16,8.6,0
90387.35,0.334,0.507,0,19.1,19991.1,11.21,3.2,0
125892.11,0.206,0.072,0,18.5,15622.4,7.6,5.4,0
56937.79,0.295,0.531,0,16.5,13881.74,8.48,5.3,0
59617.58,0.197,0.292,0,13.9,12262.69,7.42,8.3,0
30170.44,0.279,0.569,1,3.2,4640.25,11.69,12.0,0
32836.53,0.262,0.363,1,12.5,8250.25,10.15,4.6,0
35144.76,0.204,0.378,0,2.6,8308.19,11.63,9.4,0
107130.48,0.394,0.593,0,4.3,31294.95,12.95,6.2,0
57712.84,0.322,0.34,0,11.3,11855.62,8.52,2.2,0
29056.79,0.186,0.652,1,8.3,11149.74,9.91,3.5,1
77605.31,0.322,0.176,0,3.1,33267.94,9.09,7.4,0
26903.94,0.475,0.619,3,7.9,4384.29,12.82,5.7,1
113393.33,0.263,0.659,2,10.2,19208.69,10.91,15.4,1
42944.37,0.339,0.303,1,9.1,20195.86,4.79,5.7,0
109285.82,0.383,0.232,0,15.4,39353.58,5.4,2.0,0
100023.67,0.217,0.43,1,13.6,32121.5,11.21,8.3,0
38814.81,0.307,0.749,1,3.5,5256.25,12.36,8.8,1
65706.84,0.461,0.296,1,2.8,19833.75,9.05,3.6,1
72618.95,0.393,0.643,2,8.4,19717.3,10.54,7.9,0
64930.05,0.274,0.774,0,12.3,27686.05,10.9,16.0,0
71839.45,0.263,0.645,0,9.8,32310.43,9.16,11.6,0
32439.62,0.476,0.631,4,8.0,14547.54,14.2,2.4,1
84008.54,0.161,0.339,0,19.9,8104.83,5.39,4.9,0
71630.91,0.272,0.43,1,3.7,19109.61,8.57,7.3,1
79349.72,0.281,0.294,0,3.0,36602.04,5.43,1.2,0
115595.04,0.302,0.184,0,9.4,37309.28,5.86,10.3,0
115043.5,0.242,0.091,0,3.8,21793.19,5.42,8.6,0
61424.12,0.333,0.839,1,4.7,27476.56,11.67,2.1,1
70181.87,0.501,0.588,5,13.3,16587.78,14.62,8.3,1
76132.08,0.284,0.695,0,18.0,28060.36,8.73,8.7,0
133822.48,0.24,0.551,0,9.8,40044.47,11.57,6.7,0
53896.38,0.327,0.452,0,7.3,7051.31,9.56,10.3,1
73426.03,0.367,0.243,0,21.1,28767.83,7.34,9.1,0
102971.5,0.315,0.664,0,9.2,17607.29,9.45,1.6,0
64012.42,0.291,0.29,0,4.5,28831.94,7.44,3.9,0
33617.97,0.314,0.447,0,7.4,12736.55,9.93,4.7,0
85336.0,0.239,0.735,1,3.5,33168.39,10.26,3.1,0
75871.47,0.183,0.274,0,7.4,27854.63,10.13,8.0,0
38401.1,0.122,0.397,0,11.0,3495.65,7.62,0.7,0
87577.54,0.405,0.539,1,2.8,40905.34,11.23,2.4,1
101376.55,0.298,0.687,1,19.1,45207.74,9.81,7.6,0
26954.69,0.404,0.701,1,13.6,12390.24,12.29,6.9,0
110873.78,0.217,0.302,0,7.3,37740.4,9.72,10.6,0
19334.85,0.152,0.723,0,12.2,7540.25,11.74,23.9,1
55717.6,0.404,0.574,0,8.9,26337.23,9.66,6.2,0
169935.95,0.337,0.464,2,15.1,33723.93,11.71,4.0,0
69068.62,0.162,0.592,1,10.3,27218.51,7.97,2.8,0
72736.73,0.277,0.098,0,2.5,12401.22,5.71,4.8,0
110504.83,0.399,0.015,0,8.3,25701.43,7.15,4.7,0
36439.41,0.091,0.01,0,21.0,11228.37,6.84,3.4,0
64865.62,0.369,0.708,0,13.0,8058.43,9.41,4.4,0
65872.93,0.187,0.306,0,6.3,29158.49,6.7,10.6,0
221250.37,0.03,0.01,0,12.3,35756.9,3.96,2.2,0
38320.37,0.196,0.491,1,4.9,12880.8,12.33,2.0,1
48281.89,0.245,0.96,0,6.3,10691.44,10.97,13.3,0
36760.4,0.452,0.684,0,11.5,4838.74,10.66,2.5,0
35123.0,0.281,0.444,0,17.2,9500.09,9.76,8.1,0
116098.03,0.219,0.063,0,4.1,42056.05,4.62,6.9,0
78846.87,0.228,0.471,0,9.5,31901.54,9.66,5.4,0
61943.78,0.329,0.095,0,19.6,20247.15,8.16,4.1,0
50189.45,0.386,0.141,0,8.4,12777.39,3.5,3.0,0
48836.3,0.175,0.361,0,2.5,20825.53,9.48,6.6,0
44084.54,0.379,0.632,0,18.8,9064.82,12.94,7.8,0
31080.39,0.289,0.889,0,12.7,5028.3,12.1,5.0,1
61342.57,0.162,0.391,0,2.1,6204.78,8.08,5.9,0
69836.82,0.105,0.423,0,14.7,14172.81,7.22,7.4,0
49740.64,0.398,0.24,0,6.7,20750.11,5.22,2.5,0
70751.44,0.307,0.753,1,13.1,26240.33,13.66,2.7,1
78805.91,0.273,0.623,0,14.2,20126.24,8.8,1.7,0
57098.63,0.228,0.797,0,5.5,4203.34,12.63,16.5,0
60938.29,0.42,0.216,1,11.9,19002.19,9.84,3.6,1
207738.55,0.404,0.17,0,7.6,52509.61,6.79,6.7,0
208055.79,0.194,0.347,0,3.1,80000.0,7.04,3.2,0
39005.86,0.204,0.654,0,7.6,16112.14,10.81,5.0,0
46753.62,0.125,0.546,1,13.8,5752.63,11.69,4.5,1
39328.03,0.338,0.955,2,15.1,10396.75,13.9,4.3,0
